simulacion,tiempo_s,velocidad_max_mps,velocidad_max_kmh,masa_kg,cda_m2,crr,empuje_n,exito
16781,1.0335,22.26,80.2,0.05133,0.003308,0.01364,10.41,1
16794,0.9895,23.23,83.6,0.05277,0.003119,0.01454,11.09,1
16807,1.0605,21.9,78.8,0.05152,0.003393,0.01663,9.13,1
16820,0.932,25.04,90.1,0.05234,0.003289,0.02264,10.31,1
16833,1.022,22.69,81.7,0.05092,0.003051,0.02076,10.79,1
16846,1.1335,20.78,74.8,0.05191,0.003486,0.01948,9.26,1
16859,1.012,22.85,82.3,0.05331,0.003179,0.01872,10.3,1
16872,1.0655,21.71,78.2,0.05252,0.003651,0.01866,12.14,1
16885,1.1105,20.75,74.7,0.05214,0.003002,0.02042,10.02,1
16898,1.1635,19.68,70.8,0.05015,0.002794,0.02044,9.33,1
16911,1.1545,19.98,71.9,0.05189,0.002689,0.01922,8.68,1
16924,1.077,21.52,77.5,0.0518,0.00308,0.01756,9.37,1
16937,1.002,22.98,82.7,0.05212,0.003532,0.0199,10.99,1
16950,1.1335,20.34,73.2,0.05099,0.002916,0.02407,8.88,1
16963,0.979,23.58,84.9,0.05088,0.002962,0.0227,10.1,1
16976,1.209,19.27,69.4,0.05322,0.003171,0.0202,7.84,1
16989,1.1805,19.43,69.9,0.05291,0.003315,0.02365,10.55,1
17002,1.098,21.06,75.8,0.0511,0.003287,0.01877,10.18,1
17015,1.181,20.31,73.1,0.05284,0.00359,0.01768,11.23,1
17028,1.014,22.7,81.7,0.05231,0.002755,0.02302,10.13,1
17041,1.376,16.89,60.8,0.05238,0.003167,0.0232,7.64,1
17054,1.027,22.44,80.8,0.05161,0.003435,0.02128,10.75,1
17067,0.975,24.11,86.8,0.05277,0.003152,0.02313,10.87,1
17080,1.2005,19.49,70.2,0.05096,0.00335,0.02318,9.2,1
17093,1.1765,19.47,70.1,0.05043,0.003171,0.01339,9.87,1
17106,1.1205,20.89,75.2,0.05074,0.003585,0.02158,10.26,1
17119,1.1145,20.77,74.8,0.05287,0.002945,0.01807,9.23,1
17132,1.04,22.01,79.2,0.0531,0.003438,0.02365,11.38,1
17145,1.0075,23.21,83.6,0.05138,0.003498,0.02353,10.13,1
17158,1.1555,20.17,72.6,0.0515,0.003441,0.02089,9.01,1
17171,0.9945,23.08,83.1,0.05074,0.003018,0.01826,10.61,1
17184,1.0325,22.27,80.2,0.05192,0.002978,0.02014,11.32,1
17197,1.0015,22.85,82.3,0.05356,0.002569,0.02125,10.9,1
17210,1.1205,20.62,74.2,0.05269,0.003585,0.02518,10.09,1
17223,1.11,20.66,74.4,0.05105,0.002861,0.01908,9.78,1
17236,1.0365,22.32,80.4,0.05127,0.003314,0.0181,11.14,1
17249,1.229,18.65,67.1,0.05257,0.003155,0.01749,9.9,1
17262,0.9685,23.81,85.7,0.04989,0.003014,0.02002,11.16,1
17275,1.027,22.41,80.7,0.05126,0.002963,0.01793,9.87,1
17288,1.5655,15.0,54.0,0.05188,0.00319,0.01708,7.1,1
17301,1.2095,19.73,71.0,0.05129,0.003744,0.02132,9.25,1
17314,1.046,22.03,79.3,0.05074,0.003181,0.02494,10.18,1
17327,1.1695,19.94,71.8,0.05369,0.00364,0.02332,8.6,1
17340,1.0055,23.03,82.9,0.05145,0.003308,0.01473,10.17,1
17353,1.309,17.7,63.7,0.05227,0.003534,0.02489,9.28,1
17366,1.3175,17.8,64.1,0.05182,0.00346,0.01721,9.43,1
17379,1.303,17.69,63.7,0.0541,0.003261,0.01876,9.07,1
17392,1.0345,22.15,79.7,0.05146,0.003327,0.01742,11.01,1
17405,1.2105,18.98,68.3,0.05063,0.00334,0.01926,9.94,1
17418,1.1175,20.87,75.1,0.05199,0.003288,0.02435,8.43,1
17431,0.9155,25.46,91.7,0.05247,0.003309,0.02222,11.7,1
17444,1.0475,21.84,78.6,0.05239,0.002863,0.02244,10.86,1
17457,1.004,23.08,83.1,0.05234,0.00345,0.02399,10.38,1
17470,1.2335,18.68,67.2,0.05302,0.003223,0.01666,9.11,1
17483,1.107,21.04,75.8,0.05298,0.003534,0.02188,9.86,1
17496,1.1295,20.45,73.6,0.05282,0.003317,0.01848,10.77,1
17509,1.0565,21.75,78.3,0.05068,0.003399,0.01799,10.65,1
17522,1.148,20.36,73.3,0.05224,0.003444,0.01722,8.78,1
17535,1.215,18.99,68.4,0.05362,0.002643,0.01796,8.75,1
17548,0.924,25.11,90.4,0.05072,0.003162,0.0254,12.46,1
17561,1.141,20.11,72.4,0.05062,0.003388,0.02081,10.63,1
17574,1.2475,18.89,68.0,0.04985,0.003166,0.02154,8.73,1
17587,1.0425,22.43,80.7,0.05146,0.003067,0.02342,10.01,1
17600,0.99,23.71,85.4,0.05175,0.003075,0.02014,10.71,1
17613,1.121,20.84,75.0,0.05219,0.003564,0.02235,8.62,1
17626,1.2635,18.24,65.7,0.05196,0.003321,0.01959,9.46,1
17639,1.3005,17.83,64.2,0.05318,0.003335,0.01444,10.43,1
17652,1.122,20.61,74.2,0.05235,0.00323,0.01879,9.69,1
17665,0.922,25.12,90.4,0.05138,0.003207,0.0187,11.99,1
17678,1.2095,19.26,69.4,0.05113,0.003512,0.01886,11.76,1
17691,1.04,22.22,80.0,0.05162,0.00249,0.02204,9.5,1
17704,1.009,22.98,82.7,0.0507,0.003337,0.02337,11.15,1
17717,1.1785,19.52,70.3,0.05277,0.003634,0.01998,10.42,1
17730,1.1605,19.67,70.8,0.05328,0.003433,0.02281,11.2,1
17743,0.9595,24.33,87.6,0.05107,0.002998,0.01715,9.69,1
17756,1.059,21.88,78.8,0.05085,0.003315,0.02306,10.02,1
17769,0.958,24.18,87.0,0.05345,0.003457,0.01959,10.6,1
17782,1.2095,19.35,69.7,0.05029,0.003318,0.02606,8.85,1
17795,1.052,22.1,79.5,0.04987,0.003031,0.02113,8.74,1
17808,1.1675,19.73,71.0,0.05068,0.002911,0.01936,9.43,1
17821,1.1035,21.27,76.6,0.04991,0.003396,0.02082,9.29,1
17834,0.9,26.04,93.7,0.05005,0.003031,0.02482,9.69,1
17847,1.2295,18.68,67.3,0.05164,0.003002,0.01484,9.0,1
17860,1.121,20.44,73.6,0.05141,0.003013,0.02283,9.96,1
17873,1.1175,20.65,74.3,0.0519,0.003143,0.01778,9.9,1
17886,1.125,20.44,73.6,0.05165,0.002783,0.01653,9.08,1
17899,1.0335,22.27,80.2,0.0526,0.003068,0.01707,10.67,1
17912,0.968,23.85,85.9,0.05188,0.002747,0.01649,10.27,1
17925,1.212,19.29,69.4,0.05386,0.00294,0.01847,7.96,1
17938,1.362,17.18,61.9,0.05056,0.003493,0.01575,9.32,1
17951,1.2715,18.12,65.2,0.05177,0.003154,0.01901,9.29,1
17964,1.0895,21.11,76.0,0.05165,0.002879,0.0186,9.73,1
17977,1.371,17.05,61.4,0.05071,0.003347,0.02157,9.85,1
17990,0.908,25.63,92.3,0.04979,0.003644,0.01859,12.47,1
18003,1.043,21.96,79.1,0.05096,0.0035,0.01571,10.96,1
18016,1.275,17.98,64.7,0.0497,0.002742,0.02127,9.07,1
18029,1.206,19.32,69.5,0.05044,0.003417,0.01615,9.1,1
18042,0.968,23.82,85.8,0.05136,0.003215,0.02239,10.56,1
18055,1.0375,22.45,80.8,0.05049,0.002987,0.02499,9.8,1
18068,1.2165,19.03,68.5,0.05179,0.003276,0.02148,9.9,1
18081,1.2535,18.58,66.9,0.05244,0.003498,0.02274,8.5,1
18094,1.315,17.58,63.3,0.05205,0.002979,0.01706,8.0,1
18107,0.974,23.88,86.0,0.05085,0.003194,0.01693,9.46,1
18120,1.1155,20.82,75.0,0.05174,0.003337,0.0196,8.94,1
18133,1.0615,21.74,78.3,0.05244,0.003137,0.01562,9.84,1
18146,1.111,20.86,75.1,0.0513,0.003384,0.02113,9.3,1
18159,1.254,18.46,66.4,0.05205,0.00308,0.01467,9.86,1
18172,1.122,20.53,73.9,0.05225,0.00339,0.0231,10.16,1
18185,1.187,19.53,70.3,0.05315,0.003404,0.01531,10.16,1
18198,1.3195,17.67,63.6,0.05386,0.003582,0.01978,9.41,1
18211,0.987,23.58,84.9,0.05147,0.003205,0.0218,10.92,1
18224,1.3205,17.56,63.2,0.05262,0.003372,0.0207,9.51,1
18237,1.037,22.36,80.5,0.05175,0.003356,0.02357,9.51,1
18250,1.102,20.91,75.3,0.05071,0.003166,0.0196,9.73,1
18263,1.0035,22.67,81.6,0.05115,0.002782,0.01701,11.8,1
18276,1.2455,18.54,66.7,0.05397,0.003214,0.0185,8.92,1
18289,1.1945,19.56,70.4,0.05055,0.003457,0.0241,10.39,1
18302,1.055,21.79,78.5,0.05174,0.003216,0.02111,10.35,1
18315,1.0515,21.81,78.5,0.05201,0.003667,0.01622,11.08,1
18328,1.1765,19.7,70.9,0.05141,0.003419,0.0225,9.66,1
18341,1.162,19.74,71.1,0.05253,0.003052,0.01961,9.62,1
18354,1.0085,23.13,83.3,0.05178,0.003133,0.01797,9.05,1
18367,1.1975,19.29,69.4,0.05153,0.002951,0.01856,8.54,1
18380,1.327,17.58,63.3,0.05105,0.003254,0.02029,9.39,1
18393,1.1985,19.64,70.7,0.05231,0.00339,0.02445,9.88,1
18406,0.957,24.05,86.6,0.05226,0.003126,0.02388,11.62,1
18419,1.095,21.28,76.6,0.05296,0.002721,0.02006,7.99,1
18432,1.1325,20.69,74.5,0.05055,0.003491,0.02026,10.83,1
18445,1.26,18.29,65.8,0.05112,0.00272,0.02346,7.93,1
18458,0.9525,24.16,87.0,0.05436,0.003101,0.0213,12.07,1
18471,1.041,22.03,79.3,0.05058,0.003222,0.02443,10.43,1
18484,1.054,21.85,78.7,0.05138,0.003381,0.01587,10.61,1
18497,1.0665,21.61,77.8,0.05179,0.002994,0.01604,10.24,1
18510,1.173,19.39,69.8,0.05516,0.003356,0.01954,11.66,1
18523,0.984,23.37,84.1,0.05077,0.003084,0.02082,10.57,1
18536,1.2005,18.96,68.2,0.05268,0.002901,0.01685,10.64,1
18549,1.178,19.66,70.8,0.05259,0.003228,0.0264,8.85,1
18562,1.153,20.29,73.0,0.05186,0.003387,0.0194,10.05,1
18575,1.147,20.04,72.2,0.05071,0.003143,0.01748,9.94,1
18588,1.1345,20.46,73.6,0.05206,0.003069,0.01712,9.29,1
18601,1.005,22.83,82.2,0.05261,0.003212,0.02022,10.89,1
18614,1.123,20.95,75.4,0.05103,0.00334,0.02099,9.83,1
18627,1.0545,21.96,79.1,0.05329,0.003215,0.02255,10.42,1
18640,0.916,25.48,91.7,0.05028,0.002988,0.01711,9.64,1
18653,1.0775,21.23,76.4,0.04948,0.002907,0.02333,9.96,1
18666,1.153,19.79,71.2,0.05275,0.002853,0.02088,10.76,1
18679,1.242,18.87,67.9,0.05044,0.003375,0.01971,9.34,1
18692,1.1025,20.9,75.3,0.05207,0.00322,0.01807,9.74,1
18705,1.06,21.8,78.5,0.05248,0.003547,0.02177,10.41,1
18718,1.144,20.3,73.1,0.05269,0.003337,0.01592,8.8,1
18731,1.095,21.17,76.2,0.05354,0.003109,0.0219,9.31,1
18744,1.122,20.61,74.2,0.05386,0.003098,0.01815,9.48,1
18757,1.0415,22.27,80.2,0.05204,0.003534,0.0244,9.66,1
18770,0.966,23.89,86.0,0.05235,0.003058,0.01904,10.71,1
18783,1.229,18.71,67.4,0.05286,0.003152,0.01728,9.22,1
18796,1.16,19.98,71.9,0.05187,0.003155,0.01779,10.68,1
18809,1.3285,17.32,62.4,0.05368,0.003107,0.02198,9.75,1
18822,1.091,21.03,75.7,0.05112,0.003307,0.01646,10.57,1
18835,1.308,17.8,64.1,0.05091,0.003294,0.02075,8.26,1
18848,1.1725,19.81,71.3,0.05165,0.003082,0.02092,9.43,1
18861,1.1805,19.64,70.7,0.05283,0.003214,0.02014,8.61,1
18874,1.195,19.19,69.1,0.05098,0.003037,0.01959,9.42,1
18887,1.253,18.27,65.8,0.05286,0.003014,0.02093,10.63,1
18900,0.999,23.11,83.2,0.05261,0.003288,0.01845,10.73,1
18913,1.056,22.19,79.9,0.05429,0.003312,0.02255,9.62,1
18926,1.1435,20.51,73.8,0.05344,0.00335,0.02272,10.51,1
18939,1.2785,17.86,64.3,0.05154,0.002748,0.01742,9.0,1
18952,1.141,20.09,72.3,0.05261,0.002839,0.01545,9.59,1
18965,1.08,21.59,77.7,0.05226,0.002848,0.01968,8.75,1
18978,0.922,25.19,90.7,0.05306,0.003463,0.02024,10.91,1
18991,1.2425,18.63,67.1,0.05154,0.003065,0.02163,9.44,1
19004,1.1415,20.66,74.4,0.05194,0.003607,0.02002,8.9,1
19017,1.0335,22.12,79.6,0.05164,0.002643,0.01857,10.33,1
19030,1.1165,20.54,74.0,0.05227,0.00318,0.01963,10.96,1
19043,1.0545,21.67,78.0,0.05136,0.003101,0.01837,10.81,1
19056,1.09,21.22,76.4,0.05161,0.002336,0.02042,8.25,1
19069,1.114,20.54,73.9,0.05132,0.00261,0.02704,9.53,1
19082,1.143,20.25,72.9,0.05308,0.002949,0.02003,9.76,1
19095,1.116,20.96,75.5,0.04996,0.00339,0.02336,9.03,1
19108,1.226,18.86,67.9,0.05153,0.003212,0.02266,8.69,1
19121,1.0815,21.35,76.9,0.05365,0.003544,0.01917,10.44,1
19134,1.1435,20.29,73.0,0.05086,0.003306,0.02108,9.68,1
19147,0.9555,24.19,87.1,0.05147,0.002624,0.01824,10.45,1
19160,1.0625,21.84,78.6,0.05015,0.003155,0.02072,11.27,1
19173,1.0665,21.41,77.1,0.0534,0.003426,0.02162,11.65,1
19186,1.0,23.06,83.0,0.05135,0.003446,0.0145,10.93,1
19199,0.9365,24.62,88.6,0.05214,0.003157,0.02035,11.79,1
19212,1.1385,20.12,72.4,0.05094,0.003243,0.02016,10.8,1
19225,1.177,19.33,69.6,0.05206,0.002673,0.02082,9.95,1
19238,1.0125,22.8,82.1,0.05285,0.003176,0.02159,11.1,1
19251,1.0385,22.02,79.3,0.05398,0.002806,0.01725,10.84,1
19264,1.0255,22.81,82.1,0.05193,0.003465,0.0186,10.87,1
19277,1.0765,21.59,77.7,0.05153,0.002968,0.01415,8.46,1
19290,1.064,21.51,77.4,0.05037,0.003716,0.02552,11.52,1
19303,1.148,20.22,72.8,0.05169,0.0033,0.01953,9.36,1
19316,1.22,19.22,69.2,0.05339,0.00358,0.01848,10.53,1
19329,1.0565,21.86,78.7,0.05147,0.003133,0.02103,9.85,1
19342,1.1855,19.9,71.6,0.05548,0.003256,0.02262,8.37,1
19355,1.1825,19.49,70.2,0.05254,0.003119,0.0231,9.88,1
19368,1.0345,22.61,81.4,0.05266,0.003554,0.02065,11.94,1
19381,1.067,21.75,78.3,0.05117,0.003399,0.02182,9.24,1
19394,0.856,27.02,97.3,0.05279,0.002584,0.0172,11.92,1
19407,1.1375,20.17,72.6,0.05193,0.002961,0.01781,9.85,1
19420,1.195,19.26,69.3,0.05394,0.003179,0.02157,9.36,1
19433,1.08,21.79,78.4,0.05202,0.003678,0.02138,11.07,1
19446,1.237,18.66,67.2,0.05152,0.003392,0.02267,9.39,1
19459,1.219,18.86,67.9,0.05095,0.00319,0.02015,9.27,1
19472,1.1005,21.19,76.3,0.0504,0.003395,0.01815,9.72,1
19485,1.3835,16.68,60.0,0.05388,0.003001,0.02443,8.21,1
19498,0.898,26.09,93.9,0.05207,0.003209,0.02022,12.25,1
19511,1.0285,22.36,80.5,0.05281,0.002789,0.023,10.15,1
19524,1.1165,20.62,74.2,0.05168,0.003039,0.01899,9.35,1
19537,0.957,24.03,86.5,0.05196,0.002953,0.01764,11.1,1
19550,1.038,22.13,79.7,0.05221,0.003143,0.02256,10.61,1
19563,1.127,20.49,73.8,0.05149,0.00312,0.01792,9.09,1
19576,1.1785,19.89,71.6,0.05235,0.003654,0.01702,9.43,1
19589,1.107,20.9,75.3,0.05185,0.003126,0.02224,11.22,1
19602,1.0945,21.26,76.6,0.05079,0.003426,0.01848,9.59,1
19615,1.181,19.47,70.1,0.05158,0.002992,0.02666,9.14,1
19628,1.2065,19.12,68.8,0.05122,0.003086,0.01381,9.06,1
19641,1.3075,17.59,63.3,0.05158,0.003009,0.01976,9.1,1
19654,1.16,20.21,72.8,0.05536,0.003567,0.02106,9.54,1
19667,1.142,20.32,73.2,0.05175,0.003256,0.01801,8.66,1
19680,1.0135,22.71,81.7,0.05295,0.003056,0.01555,10.88,1
19693,1.0405,22.26,80.1,0.05241,0.002908,0.02047,9.78,1
19706,1.0575,21.74,78.3,0.05229,0.003408,0.02021,11.04,1
19719,1.11,20.74,74.7,0.05082,0.003415,0.02244,10.03,1
19732,1.425,16.43,59.2,0.05123,0.003325,0.02467,9.66,1
19745,1.155,20.1,72.4,0.05106,0.00339,0.02039,8.67,1
19758,0.972,23.82,85.8,0.05094,0.002969,0.02718,10.15,1
19771,1.134,20.41,73.5,0.05041,0.003204,0.0227,9.0,1
19784,0.991,23.52,84.7,0.05272,0.003606,0.02107,11.45,1
19797,1.0,23.26,83.7,0.05093,0.00314,0.01929,9.19,1
19810,1.079,21.43,77.1,0.05213,0.003004,0.01592,9.44,1
19823,1.282,18.22,65.6,0.05062,0.003316,0.01789,9.58,1
19836,1.0515,22.07,79.5,0.05211,0.002792,0.02335,11.04,1
19849,1.1765,19.73,71.0,0.05108,0.002697,0.02316,7.53,1
19862,1.198,19.08,68.7,0.05124,0.002788,0.01576,10.62,1
19875,1.127,20.54,73.9,0.05205,0.003176,0.02072,9.58,1
19888,1.256,18.38,66.2,0.05164,0.003173,0.0173,9.52,1
19901,1.3985,16.59,59.7,0.05273,0.003132,0.01869,7.93,1
19914,0.888,26.56,95.6,0.05109,0.003274,0.02302,13.04,1
19927,1.132,20.65,74.3,0.05204,0.003281,0.01842,9.47,1
19940,1.054,21.9,78.8,0.05209,0.00289,0.02212,9.84,1
19953,1.0115,22.84,82.2,0.0514,0.003411,0.02353,10.47,1
19966,1.0965,21.25,76.5,0.05221,0.00311,0.02392,10.41,1
19979,1.2,19.51,70.2,0.05315,0.002717,0.02315,8.52,1
19992,1.045,22.01,79.2,0.05274,0.002907,0.01975,10.16,1
20005,0.942,24.52,88.3,0.05195,0.00289,0.01548,10.57,1
20018,1.1,20.89,75.2,0.0528,0.002829,0.02426,9.75,1
20031,0.96,24.35,87.7,0.05076,0.003174,0.01467,12.5,1
20044,0.978,23.36,84.1,0.05106,0.002577,0.02138,10.88,1
20057,1.2145,19.23,69.2,0.05276,0.003295,0.01996,10.94,1
20070,1.1185,20.64,74.3,0.05182,0.003081,0.02048,9.75,1
20083,1.191,19.34,69.6,0.05257,0.003476,0.02217,9.92,1
20096,1.0245,22.45,80.8,0.05151,0.003403,0.0212,11.16,1
20109,0.9385,24.87,89.5,0.05138,0.003095,0.01809,11.14,1
20122,1.2705,18.32,65.9,0.05154,0.003163,0.0243,9.92,1
20135,1.2465,18.78,67.6,0.0523,0.003461,0.02161,7.65,1
20148,1.134,20.34,73.2,0.05358,0.003344,0.0164,10.01,1
20161,1.126,20.71,74.6,0.05242,0.003696,0.02234,10.11,1
20174,1.469,16.06,57.8,0.05385,0.00351,0.02249,8.2,1
20187,1.0635,21.73,78.2,0.05267,0.003444,0.02284,11.16,1
20200,1.064,21.21,76.3,0.05001,0.002998,0.02013,12.17,1
20213,1.351,17.33,62.4,0.0515,0.003463,0.02268,8.33,1
20226,1.145,20.66,74.4,0.05299,0.003634,0.02454,10.47,1
20239,1.126,20.49,73.8,0.05027,0.003409,0.01944,9.72,1
20252,1.0685,21.64,77.9,0.05226,0.003133,0.01804,11.14,1
20265,0.974,23.59,84.9,0.05103,0.003487,0.01887,11.05,1
20278,1.0365,22.34,80.4,0.05304,0.002936,0.02557,9.37,1
20291,1.5245,15.65,56.3,0.0507,0.003287,0.02031,8.19,1
20304,1.2785,18.13,65.3,0.05291,0.003234,0.0226,8.64,1
20317,1.407,16.67,60.0,0.05203,0.003359,0.02222,9.59,1
20330,0.94,24.78,89.2,0.0513,0.003161,0.02375,11.68,1
20343,0.978,23.51,84.6,0.05118,0.003063,0.01702,10.7,1
20356,1.0485,21.96,79.1,0.05364,0.002864,0.01589,9.95,1
20369,1.2715,18.42,66.3,0.05288,0.003344,0.01793,9.65,1
20382,1.0915,21.3,76.7,0.05125,0.003287,0.01308,9.23,1
20395,1.1845,19.61,70.6,0.05114,0.003665,0.02193,9.0,1
20408,1.1145,20.88,75.2,0.05335,0.003684,0.02277,9.61,1
20421,0.893,25.83,93.0,0.05224,0.003195,0.02332,12.82,1
20434,1.1675,19.67,70.8,0.05088,0.003177,0.01905,10.62,1
20447,1.3095,17.73,63.8,0.05231,0.003149,0.02553,8.57,1
20460,1.132,20.16,72.6,0.05126,0.002493,0.02483,10.5,1
20473,1.5025,15.72,56.6,0.05082,0.003325,0.01806,6.23,1
20486,1.1375,20.23,72.8,0.05212,0.003015,0.01656,9.28,1
20499,1.013,23.4,84.2,0.05073,0.003373,0.01636,11.61,1
20512,1.22,19.2,69.1,0.05155,0.003362,0.02219,9.87,1
20525,0.9685,23.93,86.2,0.05119,0.003324,0.02213,11.23,1
20538,1.0795,21.8,78.5,0.05145,0.003613,0.01668,10.85,1
20551,1.093,21.14,76.1,0.05127,0.002966,0.02039,9.46,1
20564,1.151,20.46,73.7,0.05069,0.003332,0.01745,9.52,1
20577,1.252,18.65,67.1,0.05048,0.003434,0.02111,8.4,1
20590,1.0775,21.61,77.8,0.0528,0.003442,0.02391,9.84,1
20603,0.946,24.49,88.2,0.04955,0.003077,0.01532,10.34,1
20616,1.0095,22.87,82.3,0.05213,0.002913,0.0179,10.47,1
20629,1.3265,17.19,61.9,0.05088,0.002851,0.02095,9.61,1
20642,1.1285,20.48,73.7,0.05148,0.00285,0.02246,8.55,1
20655,1.156,20.21,72.7,0.05263,0.003405,0.01738,9.47,1
20668,1.1245,20.33,73.2,0.05403,0.0032,0.01822,11.0,1
20681,1.1605,20.19,72.7,0.05305,0.003562,0.01834,10.4,1
20694,1.032,22.09,79.5,0.05275,0.002973,0.02007,11.81,1
20707,1.2155,19.21,69.2,0.05072,0.003922,0.02011,10.48,1
20720,1.2015,19.11,68.8,0.05222,0.003663,0.02212,11.1,1
20733,0.9695,23.77,85.6,0.0517,0.002753,0.01983,10.3,1
20746,0.941,24.73,89.0,0.04993,0.00319,0.01784,9.9,1
20759,1.0795,21.78,78.4,0.05114,0.003119,0.02152,10.95,1
20772,1.064,21.68,78.1,0.05159,0.003023,0.01668,11.03,1
20785,0.9375,24.78,89.2,0.05227,0.002822,0.02278,13.02,1
20798,1.1225,20.37,73.3,0.05121,0.003263,0.01693,10.9,1
20811,1.062,21.97,79.1,0.05246,0.002854,0.01759,9.36,1
20824,0.9895,23.73,85.4,0.05146,0.003352,0.02592,13.15,1
20837,1.201,19.39,69.8,0.05356,0.003183,0.01374,8.93,1
20850,0.98,23.6,85.0,0.05001,0.003138,0.01932,10.38,1
20863,1.072,21.54,77.6,0.051,0.003036,0.02359,9.34,1
20876,0.938,24.37,87.7,0.05124,0.002896,0.02188,11.65,1
20889,1.018,22.7,81.7,0.05269,0.003339,0.02137,10.43,1
20902,1.0565,22.09,79.5,0.05265,0.003415,0.01568,9.24,1
20915,1.185,19.33,69.6,0.05201,0.003388,0.02064,11.03,1
20928,1.275,18.13,65.3,0.05357,0.002916,0.01514,8.8,1
20941,0.974,24.07,86.6,0.05217,0.003015,0.02104,9.28,1
20954,1.199,19.17,69.0,0.05225,0.002942,0.01785,10.2,1
20967,1.17,19.75,71.1,0.05298,0.003105,0.0131,8.84,1
20980,1.178,19.53,70.3,0.0528,0.003094,0.02343,9.89,1
20993,1.258,18.5,66.6,0.05158,0.003539,0.0211,9.41,1
21006,1.286,18.5,66.6,0.05236,0.003287,0.02257,9.31,1
21019,1.231,18.83,67.8,0.05285,0.003362,0.02143,9.65,1
21032,1.261,18.53,66.7,0.05388,0.003248,0.01659,7.57,1
21045,1.0395,22.0,79.2,0.05369,0.003089,0.02127,11.55,1
21058,1.094,21.81,78.5,0.05048,0.003538,0.01585,10.12,1
21071,1.0425,22.27,80.2,0.05163,0.002748,0.01757,9.0,1
21084,1.073,21.61,77.8,0.05202,0.003038,0.01721,9.07,1
21097,1.2095,19.2,69.1,0.05014,0.003011,0.01262,9.02,1
21110,1.0305,22.51,81.0,0.05232,0.002818,0.01975,9.81,1
21123,1.091,21.08,75.9,0.05016,0.0031,0.02065,9.63,1
21136,1.1875,19.57,70.5,0.05188,0.003592,0.02133,9.48,1
21149,1.0685,21.46,77.3,0.05177,0.003117,0.02515,10.37,1
21162,1.2515,18.5,66.6,0.05212,0.003347,0.0199,8.71,1
21175,1.031,22.67,81.6,0.05358,0.003461,0.01893,9.13,1
21188,1.333,17.59,63.3,0.05407,0.003542,0.02119,8.3,1
21201,1.072,21.61,77.8,0.05269,0.003216,0.02429,10.12,1
21214,1.166,20.04,72.1,0.05352,0.003071,0.02149,8.42,1
21227,0.9805,23.48,84.5,0.05277,0.003563,0.02076,11.67,1
21240,1.031,22.48,80.9,0.05251,0.00331,0.02459,10.08,1
21253,1.179,19.77,71.2,0.05265,0.003333,0.01776,8.51,1
21266,1.18,19.48,70.1,0.04914,0.003059,0.02081,9.53,1
21279,1.152,20.1,72.4,0.05397,0.003706,0.02025,11.42,1
21292,1.252,18.64,67.1,0.05233,0.003361,0.02335,8.67,1
21305,1.088,21.01,75.6,0.05408,0.002754,0.02046,10.36,1
21318,1.0915,21.18,76.2,0.05295,0.003419,0.0201,9.66,1
21331,1.202,19.24,69.3,0.05262,0.003219,0.02666,10.1,1
21344,1.095,21.2,76.3,0.05367,0.00312,0.02595,8.87,1
21357,1.091,21.18,76.2,0.05385,0.003228,0.02042,10.22,1
21370,1.3675,16.92,60.9,0.05231,0.00295,0.02341,9.37,1
21383,1.122,20.42,73.5,0.05359,0.003199,0.01837,10.58,1
21396,0.9325,25.1,90.4,0.05308,0.002619,0.01962,9.48,1
21409,1.154,20.11,72.4,0.0514,0.003036,0.01834,8.21,1
21422,1.317,17.41,62.7,0.05136,0.00317,0.02136,9.77,1
21435,1.157,20.12,72.4,0.05234,0.00368,0.01505,9.81,1
21448,1.034,22.26,80.1,0.05126,0.002557,0.02002,9.52,1
21461,1.0735,21.36,76.9,0.05048,0.00303,0.01752,10.21,1
21474,0.827,28.18,101.4,0.05079,0.002685,0.02439,11.38,1
21487,1.015,22.67,81.6,0.05119,0.003079,0.02637,12.29,1
21500,1.133,20.27,73.0,0.05224,0.002776,0.02156,9.57,1
21513,1.2535,18.5,66.6,0.05064,0.003284,0.01457,9.2,1
21526,1.0475,21.66,78.0,0.05015,0.002964,0.02085,11.35,1
21539,1.419,16.12,58.0,0.05393,0.002918,0.02419,9.21,1
21552,1.1365,20.74,74.7,0.05207,0.003368,0.02358,10.0,1
21565,1.176,19.87,71.5,0.05235,0.003115,0.02101,8.63,1
21578,1.157,19.96,71.8,0.05208,0.003187,0.01905,9.27,1
21591,1.1095,20.84,75.0,0.0511,0.002832,0.01867,9.07,1
21604,1.1635,20.58,74.1,0.0501,0.003485,0.02116,10.76,1
21617,1.1795,19.48,70.1,0.05193,0.003409,0.02021,10.95,1
21630,1.162,19.55,70.4,0.05246,0.003333,0.0218,11.67,1
21643,1.147,20.17,72.6,0.05261,0.003302,0.01896,9.54,1
21656,0.988,23.38,84.2,0.05171,0.003004,0.01484,10.54,1
21669,0.9905,23.3,83.9,0.0537,0.002909,0.02245,10.35,1
21682,1.239,19.36,69.7,0.05355,0.003171,0.02,11.39,1
21695,0.9535,24.13,86.9,0.05351,0.003069,0.01459,11.32,1
21708,0.989,23.38,84.2,0.05332,0.003316,0.0234,10.86,1
21721,1.0955,20.93,75.3,0.0506,0.00308,0.02063,9.97,1
21734,1.024,22.59,81.3,0.05287,0.002983,0.01561,11.02,1
