wheelbase_mm,front_track_mm,rear_track_mm,guide_clearance_mm,axle_parallelism_mm,centerline_offset_mm,body_mass_g,wheel_radius_mm,track_delta_mm,wheel_diameter_mismatch_mm,pass,violations
190.12578225495284,31.591954360395864,31.685039934778246,0.52161059620064,0.15527616670305697,0.04491700557116511,51.42279342602253,13.559818329078862,0.09308557438238196,0.11963665815772373,1.0,0.0
190.1741710674011,31.587466666255825,31.727366072496483,0.42634595153902044,0.1520378707797261,0.15093970473354715,52.17171469738616,13.597485777464309,0.13989940624065866,0.1949715549286175,1.0,0.0
189.8108243245089,31.564487509359928,31.905434891870023,0.4691878512147798,0.07754379290028213,0.12941433412401854,50.43805179315257,13.541078939247814,0.3409473825100946,0.08215787849562872,1.0,0.0
190.02527928859223,31.426797151366017,31.78863302691939,0.6161369663483198,0.00783676932296575,0.053660201659678566,50.95690949828209,13.380355068404386,0.36183587555337127,0.23928986319122814,1.0,0.0
190.07184760285412,31.402213864624702,31.85968093676951,0.5232220803357905,0.06385018574247861,0.09359003376379374,51.62576770772714,13.399741880065369,0.45746707214480864,0.2005162398692626,1.0,0.0
190.11295265467837,31.571743070828866,31.77696715807361,0.5511240047834681,0.11291741380318158,0.16092065086299048,50.60663399342439,13.557267002343508,0.20522408724474417,0.11453400468701602,1.0,0.0
189.97045421646882,31.40470487648174,31.857503865656923,0.4376964271242632,0.09566815416469412,0.052754735753601234,51.17993381435359,13.485531721388154,0.45279898917518224,0.02893655722369104,1.0,0.0
190.16655790209572,31.57710804461473,31.817985403371896,0.5040410976280428,0.06707693430667153,0.06676823000168969,51.021006450406794,13.474140768438211,0.24087735875716731,0.05171846312357786,1.0,0.0
189.85508965959215,31.486126119744146,31.8287916207107,0.509790979855987,0.0494908997706204,0.13711490043299587,50.535604629994744,13.394311105050804,0.3426655009665538,0.21137778989839262,1.0,0.0
190.247276230543,31.50096313072016,31.676671910593043,0.5790469479893445,0.0987625810790181,0.12665030577425163,51.38683628211117,13.395195652676211,0.1757087798728847,0.20960869464757792,1.0,0.0
190.21805096879518,31.65864079049911,31.91833520784081,0.32434504288054145,0.037101104802134105,0.15699698662397998,50.666127455667244,13.508525913266979,0.2596944173416986,0.017051826533958092,1.0,0.0
190.1909029890759,31.402458287889782,31.79481328810402,0.4120937844860559,-0.05542333968286492,0.18400232524160445,51.594532927781124,13.588859414324311,0.39235500021423775,0.1777188286486222,1.0,0.0
190.06823529219204,31.789236386783728,31.77417237999235,0.4280423311753138,0.09784088960327425,0.08745819090342206,51.913440882403265,13.332370221296804,0.015064006791376983,0.3352595574063919,0.0,2.0
189.80725022721504,31.542066272807006,31.660512048976717,0.35382498324933925,0.06328792711699863,0.08406591832270127,51.50044513865893,13.468396030573965,0.11844577616971108,0.0632079388520701,1.0,0.0
190.0049236951917,31.595914431026582,31.605383724544424,0.553177273425616,0.10514911857839128,0.010921598853442824,50.26241479080757,13.443776479160826,0.009469293517842203,0.1124470416783474,1.0,0.0
189.82039430829235,31.599764442622217,31.878552138677293,0.4680207165096956,0.08637725088435785,0.11218148091878974,51.14758326719906,13.479467504447673,0.27878769605507614,0.04106499110465478,1.0,0.0
189.81996589298893,31.457846207719935,31.728493791020345,0.5301797117109945,0.06942415243274558,0.09598911325161963,50.7040748249634,13.553134393951682,0.27064758330040917,0.10626878790336391,1.0,0.0
189.92061924292364,31.50728401494286,31.806030275455445,0.3025222296534465,0.15658895270432233,0.10913727808707778,51.38677003650601,13.406645086856772,0.29874626051258346,0.1867098262864566,1.0,0.0
189.8045972195685,31.48964157278906,31.84360072721606,0.5354298651824639,0.0020412601310863514,0.11515743639307177,51.4041827133725,13.417451469001463,0.3539591544269989,0.16509706199707352,1.0,0.0
189.89979915485932,31.687415328049692,31.880041961021075,0.33412188246066366,0.0981113662510058,0.12947990835020123,50.38581453170675,13.517618569603885,0.1926266329713826,0.035237139207769275,1.0,0.0
